MR,Source,Followup,Result,BLEU_Score
7,"Fines for body corporates that don’t comply could be up to $100,000.","Fines for body ""corporates"" that don’t comply could be up to $100,000.","Fines for ""companies"" that fail to comply can reach $100,000.",0.491238452
7,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"This is another step in the Victorian Government’s ""plan"" to combat this virus and do what we need to do to slow the spread of COVID-19.","This is another step in the Victorian Government's ""plan"" to fight this virus and do everything we need to do to slow the spread of COVID-19.",0.884615385
7,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,"Anyone needing advice about ""whether"" a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.",Anyone needing advice on how to proceed with mass gatherings can contact the DHHS Helpline on 1800 675 398.,0.649130697
7,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”",-,-,
7,m. at a place where five hundred (500) or more persons may be present for the purposes of transiting through the place; or,"m. at a place where five hundred (500) or more persons may be present for the purposes of transiting through ""the place""; or","m. at a place where five hundred (500) or more persons may be present for the purpose of transiting through ""that place""; or",0.913043478
7,n. specified as exempt from this direction by the Chief Health Officer in writing or delivered by an operator who has a social distancing policy approved in writing by the Chief Health Officer.,"n. specified as ""exempt"" from this direction by the Chief Health Officer in writing or delivered by an operator who has a social distancing policy approved in writing by the Chief Health Officer.","n. specified as ""exempt"" from these instructions by the Chief Health Officer in writing or sent by an operator who has a social distancing policy approved in writing by the Chief Health Officer.",0.909090909
7,"6. For the purposes of paragraph 5(k), a school event that involves members of the community in addition to staff and students is deemed not necessary for the normal business of the facility.","6. For the purposes of paragraph 5(k), a school event that involves members of the community in addition to staff and students is deemed ""not necessary"" for the normal business of the facility.","6. For the purposes of paragraph 5(k), school events involving members of the community in addition to staff and students are considered ""unnecessary"" to the normal operation of the facility.",0.693708687
7,"Note: The intended effect of paragraph 6 is that a school event that involves members of the community in addition to staff and students will be a mass gathering if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that a school event that involves members of the community in addition to staff and students will be a ""mass gathering"" if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that a school event involving members of the community in addition to staff and students will be a ""mass assembly"" if it involves an undivided assembly of five hundred (500) people or more. space at the same time. School events include assemblies, sporting events or parent-teacher events.",0.828415731
7,Note: the exclusions identified in paragraph 5 will be reviewed on a day to day basis and further directions are expected to be issued to remove some of the current exclusions.,"Note: the exclusions identified in paragraph 5 will be reviewed on a ""day to day basis"" and further directions are expected to be issued to remove some of the current exclusions.","Note: the exceptions identified in paragraph 5 will be reviewed on a ""day-to-day"" basis and further instructions are expected to be issued to remove some of the current exceptions.",0.772434922
7,"7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from a place outside Australia, or on a connecting flight from a flight that originated from a place outside Australia:","7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from a place outside Australia, or on a ""connecting flight"" from a flight that originated from a place outside Australia:","7. Except in the circumstances identified in paragraph 8 below, a person arriving at an airport in Victoria on a flight originating from a place outside Australia, or on a ""connecting flight"" from a flight originating from a place outside Australia:",0.83876485
7,a. must travel from the airport to a premises that is suitable for the person to reside in for a period of 14 days;,"a. must travel from the airport to a premises that is ""suitable"" for the person to reside in for a period of 14 days;","a. must move from the airport to ""suitable"" premises for the person to live in for a period of 14 days;",0.7843181
7,"b. except in exceptional circumstances, must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. except in ""exceptional circumstances"", must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. except in ""extraordinary circumstances"", must remain on the premises for a period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;",0.866666667
7,"c. must not leave the premises, except: for the purposes of obtaining medical care or medical supplies;","c. must not ""leave the premises"", except: for the purposes of obtaining medical care or medical supplies;","c. may not ""leave the premises"", except: for the purpose of obtaining medical treatment or medical supplies;",0.823529412
7,"c. must not leave the premises, except: in any other emergency situation;","c. must not leave the premises, except: in any other ""emergency situation"";","c. may not leave the premises, except: in any other ""state of emergency"";",0.692307692
7,"c. must not leave the premises, except: in circumstances where it is possible to avoid close contact with other persons; and","c. must not leave the premises, except: in circumstances where it is possible to avoid ""close contact"" with other persons; and","c. may not leave the premises, except: in circumstances where it is possible to avoid ""close contact"" with other people; and",0.904761905
7,"d. must not permit any other person to enter the premises unless that other person usually lives at the premises, or the other person is also complying with this direction for the same 14 day period, or for medical or emergency purposes.","d. must not permit any other person to enter the ""premises"" unless that other person usually lives at the premises, or the other person is also complying with this direction for the same 14 day period, or for medical or emergency purposes.","d. must not allow any other person to enter the ""premises"" unless that other person ordinarily resides on the premises, or that other person also complies with these instructions for the same 14-day period, or for medical or emergency purposes.",0.737202804
7,8. A person is not required to comply with the direction in paragraph 7 if the person is: a member of the flight crew;,"8. A person is not required to comply with the direction in paragraph 7 if the person is: a member of the ""flight crew"";","8. A person need not comply with the instructions in paragraph 7 if that person: is a member of ""flight crew"";",0.7017583
7,8. A person is not required to comply with the direction in paragraph 7 if the person is: a citizen or permanent resident of a Pacific Island; or,"8. A person is not required to comply with the direction in paragraph 7 if the person is: a citizen or ""permanent resident"" of a Pacific Island; or","8. A person need not comply with the direction in paragraph 7 if that person: is a citizen or ""permanent resident"" of a Pacific Island; or",0.819119416
7,8. A person is not required to comply with the direction in paragraph 7 if the person is: a person intending to live indefinitely on a Pacific Island and who is travelling through an airport in Victoria in transit to the Pacific Island.,"8. A person is not required to comply with the direction in paragraph 7 if the person is: a person intending to live ""indefinitely"" on a Pacific Island and who is travelling through an airport in Victoria in transit to the Pacific Island.","8. A person need not comply with the instructions in paragraph 7 if that person is: a person who intends to reside ""permanently"" in the Pacific Island and who is traveling through an airport in Victoria in transit to the Pacific Island.",0.767227754
7,"(1) A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.","(1) A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an ""authorisation"" given under section 199.","(1) A person shall not refuse or fail to comply with a direction given to that person, or a requirement made upon that person, in the exercise of a power under an ""authorisation"" given under section 199.",0.891891892
7,(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.,"(2) A person is not guilty of an offence against subsection (1) if the person had a ""reasonable excuse"" for refusing or failing to comply with the direction or requirement.","(2) A person does not commit an offense against subsection (1) if the person has ""reasonable grounds"" for refusing or failing to comply with the direction or requirement.",0.764801569
7,m. at a place where five hundred (500) or more persons may be present for the purposes of transiting through the place; or,"m. at a place where five hundred (500) or more persons may be present for the purposes of transiting through ""the place""; or","m. A place where more than 500 people may be present for the purpose of passing ""the place"". Also",0.469038689
7,n. specified as exempt from this direction by the Chief Health Officer in writing or delivered by an operator who has a social distancing policy approved in writing by the Chief Health Officer.,"n. specified as ""exempt"" from this direction by the Chief Health Officer in writing or delivered by an operator who has a social distancing policy approved in writing by the Chief Health Officer.",n. Designated “exempt” from this instruction in writing by the Chief Health Officer or provided by operators with social distancing policies approved in writing by the Chief Health Officer.,0.660879067
7,"6. For the purposes of paragraph 5(k), a school event that involves members of the community in addition to staff and students is deemed not necessary for the normal business of the facility.","6. For the purposes of paragraph 5(k), a school event that involves members of the community in addition to staff and students is deemed ""not necessary"" for the normal business of the facility.","6. For the purposes of paragraph 5(k), school events involving members of the community in addition to staff and students are considered ""not necessary"" for the normal operations of the facility.",0.786307929
7,"Note: The intended effect of paragraph 6 is that a school event that involves members of the community in addition to staff and students will be a mass gathering if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that a school event that involves members of the community in addition to staff and students will be a ""mass gathering"" if it involves a gathering of five hundred (500) or more persons in a single undivided space at the same time. School events include assemblies, sporting events or parent-teacher events.","Note: The intended effect of paragraph 6 is that a school event involving members of the community, in addition to staff and students, is a ""large gathering"" when 500 or more people gather in one undivided location. That's it. space at the same time. School events include assemblies, sporting events, or parent-teacher functions.",0.640239278
7,Note: the exclusions identified in paragraph 5 will be reviewed on a day to day basis and further directions are expected to be issued to remove some of the current exclusions.,"Note: the exclusions identified in paragraph 5 will be reviewed on a ""day to day basis"" and further directions are expected to be issued to remove some of the current exclusions.","Note: The exclusions identified in paragraph 5 will be reviewed ""routinely"" and further instructions will be issued to remove some of the current exclusions.",0.622514584
7,"7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from a place outside Australia, or on a connecting flight from a flight that originated from a place outside Australia:","7. Except in those circumstances identified in paragraph 8 below, a person who arrives at an airport in Victoria on a flight that originated from a place outside Australia, or on a ""connecting flight"" from a flight that originated from a place outside Australia:","7. Any person arriving at an airport in Victoria on a flight originating outside Australia, or on a 'connecting flight' from a flight originating outside Australia, except in the circumstances specified in paragraph 8 below:",0.530233879
7,a. must travel from the airport to a premises that is suitable for the person to reside in for a period of 14 days;,"a. must travel from the airport to a premises that is ""suitable"" for the person to reside in for a period of 14 days;","of. From the airport, the person must be transferred to a facility ""suitable"" for the person to reside for 14 days.",0.4953588
7,"b. except in exceptional circumstances, must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. except in ""exceptional circumstances"", must reside in that premises for the period beginning on the day of arrival and ending at midnight on the fourteenth (14th) day after arrival;","b. Must reside at the facility for a period beginning on the date of arrival and ending at midnight on the 14th day after arrival, except in “exceptional circumstances”.",0.666279308
7,"c. must not leave the premises, except: for the purposes of obtaining medical care or medical supplies;","c. must not ""leave the premises"", except: for the purposes of obtaining medical care or medical supplies;","c. Do not ""leave the premises"" except: i.",0.202907792
7,"c. must not leave the premises, except: in any other emergency situation;","c. must not leave the premises, except: in any other ""emergency situation"";","c. Do not leave the premises except: For other ""emergencies"".",0.491238452
7,"c. must not leave the premises, except: in circumstances where it is possible to avoid close contact with other persons; and","c. must not leave the premises, except: in circumstances where it is possible to avoid ""close contact"" with other persons; and","c. Do not leave the premises unless: i. A situation in which you can avoid ""close contact"" with other people. When",0.476190476
7,"d. must not permit any other person to enter the premises unless that other person usually lives at the premises, or the other person is also complying with this direction for the same 14 day period, or for medical or emergency purposes.","d. must not permit any other person to enter the ""premises"" unless that other person usually lives at the premises, or the other person is also complying with this direction for the same 14 day period, or for medical or emergency purposes.",d. Do not allow any other person to enter the Facility unless the other person normally resides at the Facility or is otherwise following these instructions for the same 14-day period or for medical or emergency purposes. should not be allowed.,0.595063899
7,8. A person is not required to comply with the direction in paragraph 7 if the person is: a member of the flight crew;,"8. A person is not required to comply with the direction in paragraph 7 if the person is: a member of the ""flight crew"";",8. You are not required to follow the instructions in paragraph 7 if:,0.264038154
7,8. A person is not required to comply with the direction in paragraph 7 if the person is: a citizen or permanent resident of a Pacific Island; or,"8. A person is not required to comply with the direction in paragraph 7 if the person is: a citizen or ""permanent resident"" of a Pacific Island; or",8. You are not required to follow the instructions in paragraph 7 if: Citizens or “Permanent Residents” of Pacific Islands. Also,0.375325925
7,8. A person is not required to comply with the direction in paragraph 7 if the person is: a person intending to live indefinitely on a Pacific Island and who is travelling through an airport in Victoria in transit to the Pacific Island.,"8. A person is not required to comply with the direction in paragraph 7 if the person is: a person intending to live ""indefinitely"" on a Pacific Island and who is travelling through an airport in Victoria in transit to the Pacific Island.","8. Persons who intend to live on a Pacific Island ""indefinitely"" and are transiting through Victoria's airport in transit to a Pacific Island need not follow the instructions in paragraph 7.",0.459984935
7,"(1) A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an authorisation given under section 199.","(1) A person must not refuse or fail to comply with a direction given to the person, or a requirement made of the person, in the exercise of a power under an ""authorisation"" given under section 199.","(1) a person refuses or fails to comply with instructions given to him or requests made to him in exercising powers under ""authorization"" conferred under section 199; should not be",0.422341102
7,(2) A person is not guilty of an offence against subsection (1) if the person had a reasonable excuse for refusing or failing to comply with the direction or requirement.,"(2) A person is not guilty of an offence against subsection (1) if the person had a ""reasonable excuse"" for refusing or failing to comply with the direction or requirement.","(2) A person is not guilty of a violation of subsection (1) if he has a ""reasonable excuse"" for refusing or failing to comply with an instruction or requirement.",0.766221204
7,"The World Health Organisation defines dementia as a syndrome that leads to a decline in the ability to process thought, beyond what is expected from the usual consequences of ageing.","The ""World Health Organisation"" defines dementia as a syndrome that leads to a decline in ""the ability to process thought"", beyond what is ""expected from the usual consequences"" of ageing.","The ""World Health Organization"" defines dementia as a syndrome that leads to a decline in ""the ability to process thoughts"", beyond what is ""expected from the normal consequences"" of ageing.",0.9
7,"Dementia can affect a person’s: memory, thinking, behaviour, communication, judgement, ability to perform daily activities.","Dementia can affect a person’s: memory, thinking, behaviour, communication, judgement, ability to perform daily activities"".","Dementia can affect a person's: memory, thinking, behaviour, communication, judgement, ability to carry out daily activities.""",0.75
7,"Dementia can affect anyone of any age; however, it is most common among people aged 65 years and older.","Dementia can affect ""anyone of any age""; however, it is most common among ""people aged 65 years and older"".","Dementia can affect ""everyone at any age""; however, it is most common among ""people aged 65 and older"".",0.840852861
7,"While ageing increases your risk of dementia, it is not a normal part of ageing.","While ageing increases your risk of dementia, it is not a ""normal part of ageing"".","Although aging increases the risk of dementia, it is not a ""normal part of aging"".",0.733333333
7,Younger onset dementia describes any form of dementia affecting a person under the age of 65.,"Younger onset dementia describes any form of dementia affecting a ""person under the age of 65"".","Young-onset dementia describes any form of dementia that affects a ""person under the age of 65"".",0.8125
7,"There are multiple types of dementia, including: Alzheimer’s disease, vascular dementia, dementia with Lewy bodies, frontotemporal dementia, alcohol-related dementia, younger onset dementia, chronic traumatic encephalopathy (CTE).","There are multiple types of dementia, including: ""Alzheimer’s disease, vascular dementia, dementia with Lewy bodies, frontotemporal dementia, alcohol-related dementia, younger onset dementia, chronic traumatic encephalopathy (CTE)"".","There are several types of dementia, including: ""Alzheimer's disease, vascular dementia, dementia with Lewy bodies, frontotemporal dementia, alcohol-related dementia, younger-onset dementia, chronic traumatic encephalopathy (CTE)"".",0.845494706
7,Some risk factors for dementia can be reduced by looking after your mental and physical health.,"Some risk factors for dementia can be reduced by ""looking after your mental and physical health"".","Some risk factors for dementia can be reduced by ""taking care of your mental and physical health"".",0.823529412
7,"Several factors can contribute to the risk of developing dementia, including: age, genetics and family history, poor diet, lack of exercise, smoking, drinking alcohol, social isolation, other diseases or causes of damage to the brain.","Several factors can contribute to the ""risk of developing dementia"", including: age, ""genetics and family history, poor diet, lack of exercise, smoking, drinking alcohol, social isolation, other diseases or causes of damage to the brain"".","Several factors can contribute to the ""risk of developing dementia"", including: age, ""genetics and family history, poor diet, lack of exercise, smoking, drinking alcohol, social isolation, other diseases or causes of damage to the brain"".",1
7,"To lower your risk of developing dementia, you can: improve or maintain your physical health through diet and exercise, limit alcohol consumption and avoid smoking, maintain an active social life, keep mentally stimulated.","To lower your ""risk of developing dementia"", you can: improve or maintain your physical health through diet and exercise, limit alcohol consumption and avoid smoking, ""maintain an active social life"", ""keep mentally stimulated"".","To reduce your ""risk of developing dementia"" you can: improve or maintain your physical health through diet and exercise, limit alcohol consumption and avoid smoking, ""maintain an active social life"", ""keep mentally stimulated"".",0.939393939
7,"The Australian Institute of Health and Welfare estimates that up to 472,000 Australians are living with dementia.","The Australian Institute of Health and Welfare estimates that ""up to 472,000 Australians"" are living with dementia.","The Australian Institute of Health and Welfare estimates that ""up to 472,000 Australians"" are living with dementia.",1
7,"In 2019, dementia was the second leading cause of death in Australia, and the leading cause of death among Australian women.","In 2019, dementia was the ""second leading cause of death"" in Australia, and the ""leading cause of death"" among Australian women.","In 2019, dementia was the ""second leading cause of death"" in Australia, and the ""leading cause of death"" among Australian women.",1
7,"In Australia, 1 in 12 people aged 65 and over are living with dementia","In Australia, 1 in 12 people aged 65 and over are ""living with dementia""","In Australia, 1 in 12 people aged 65 and over live with dementia",0.783505528
7,"In Australia, 2 in 5 people aged 90 and over are living with dementia","In Australia, 2 in 5 people aged 90 and over are ""living with dementia""","In Australia, 2 out of 5 people aged 90 and over live with dementia",0.714285714
7,"In Australia, dementia prevalence rates are 3-5 times higher among Indigenous Australians.","In Australia, dementia prevalence rates are ""3-5 times higher"" among Indigenous Australians.","In Australia, the incidence of dementia is ""3-5 times higher"" among Indigenous Australians.",0.692307692
7,"The symptoms of dementia can vary depending on the person, the type of dementia and whether they have an early, middle or late stage of cognitive decline.","The symptoms of dementia can ""vary depending on the person"", the ""type of dementia"" and whether they have an early, middle or late stage of ""cognitive decline"".","The symptoms of dementia can ""vary depending on the person"", ""type of dementia"" and whether they have an early, middle or late stage of ""cognitive decline"".",0.962268714
7,"People living with dementia may experience a range of signs and symptoms, including: memory loss, changes in personality, confusion about time or place, difficulty speaking, writing, and comprehending, loss of emotion, interest and enthusiasm, reduced, capacity for decision-making, difficulty performing everyday tasks, irregular sleep.","""People"" living with dementia may ""experience a range of signs"" and symptoms, including: ""memory loss, changes in personality, confusion about time or place, difficulty speaking, writing, and comprehending, loss of emotion, interest and enthusiasm, reduced, capacity for decision-making, difficulty performing everyday tasks, irregular sleep"".","""People"" living with dementia may ""experience a range of signs"" and symptoms, including: ""memory loss, changes in personality, confusion about time or place, difficulty speaking, writing and understanding, loss of emotion, interest and enthusiasm, reduced , ability to make decisions, difficulties in carrying out everyday tasks, irregular sleep"".",0.75
7,The signs and symptoms of dementia may not be obvious.,"The ""signs and symptoms"" of dementia may not be ""obvious"".","The ""signs and symptoms"" of dementia may not be ""obvious"".",1
7,"If you notice any changes that are unusual for you, see your doctor.","If you notice any ""changes"" that are ""unusual"" for you, see your doctor.","If you notice any ""changes"" that are ""unusual"" to you, see your doctor.",0.923076923
7,It is important to receive a confirmed diagnosis from your doctor.,"It is important to receive a ""confirmed diagnosis"" from your ""doctor"".","It is important to get a ""confirmed diagnosis"" from the ""doctor"".",0.818181818
7,"To diagnose you, your doctor will ask you to provide your medical history and may conduct: physical and neurological examinations, cognitive and mental state assessment, blood or urine tests, specialist tests, such as a CT or MRI of the brain.","To ""diagnose you"", your ""doctor"" will ask you to ""provide your medical history"" and may conduct: ""physical and neurological examinations"", cognitive and mental state assessment, blood or urine tests, specialist tests, such as a CT or MRI of the brain.","To ""diagnose you"", your ""doctor"" will ask you to ""provide your medical history"" and may perform: ""physical and neurological examinations"", cognitive and mental state assessment, blood or urine tests, specialist tests, such as a CT or MRI of the brain.",0.975
7,Currently there is no treatment available to cure dementia.,"Currently there is no treatment available to ""cure dementia"".","Currently, there is no treatment available to ""cure dementia"".",0.888888889
7,"Symptoms can often be managed, which can help people with dementia live meaningful and fulfilling lives after diagnosis.","Symptoms can ""often be managed"", which can ""help people with dementia"" live meaningful and fulfilling lives after diagnosis.","Symptoms can ""often be managed"", which can ""help people with dementia"" to live meaningful and fulfilling lives after diagnosis.",0.947368421
7,Non-medicinal approaches can help to manage the challenging behaviours of dementia.,"Non-medicinal approaches can ""help to manage the challenging behaviours"" of dementia.","Non-medical approaches can ""help manage the challenging behaviours"" of dementia.",0.814353676
7,"Non-medicinal approaches include: psychological therapies, including cognitive behavioural therapies, alternative therapies, including multi-sensory therapy, memory training and activities, changes to a person’s home or other environment to ensure it is dementia-friendly.","Non-medicinal approaches include: ""psychological therapies, including cognitive behavioural therapies, alternative therapies, including multi-sensory therapy"", memory training and activities, changes to a person’s home or other environment to ensure it is dementia-friendly.","Non-medical approaches include: ""psychological therapies, including cognitive behavioral therapies, alternative therapies, including multisensory therapy"", memory training and activities, changes to a person's home or other environment to ensure it is dementia-friendly.",0.870967742
7,"Medicinal approaches aim to: improve memory, thinking, and sleep, reduce delusions or hallucinations, reduce depression and anxiety.","Medicinal approaches aim to: ""improve memory, thinking, and sleep, reduce delusions or hallucinations, reduce depression and anxiety"".","Medical approaches aim to: ""improve memory, thinking and sleep, reduce delusions or hallucinations, reduce depression and anxiety"".",0.882352941
7,Our initiatives and programs support people living with dementia and their carers at every stage – from diagnosis through to residential aged care.,"Our ""initiatives and programs"" ""support people living with dementia"" and their carers at every stage – from diagnosis through to residential aged care.","Our ""initiatives and programs"" ""support people living with dementia"" and their carers at every stage – from diagnosis to aged care.",0.909156443
7,"These measures aim to: improve dementia diagnosis and early intervention, increase respite and support for informal carers, improve the capacity and quality of dementia care.","These ""measures"" aim to: ""improve dementia diagnosis and early intervention"", increase respite and support for informal carers, improve the capacity and quality of dementia care.","These ""measures"" aim to: ""improve dementia diagnosis and early intervention"", increase respite and support for informal carers, improve the capacity and quality of dementia care.",1
7,"This will ensure that people living with dementia are: connected with the support they need after their diagnosis, enabled to remain in their home for longer, able to access high quality, dementia informed aged care services.","This will ensure that ""people living with dementia"" are: connected with the support they need after their diagnosis, ""enabled to remain in their home for longer, able to access high quality, dementia informed aged care services"".","This will ensure that ""people living with dementia"" are: linked to the support they need after diagnosis, ""able to remain in their home for longer, able to access high quality dementia-informed aged care services"".",0.804215329
7,"A healthy weight is the appropriate body weight for you – it is different for everyone and depends on your: gender, age, height, muscle mass, biological and genetic factors, including ethnic background.","A ""healthy weight is the appropriate body weight for you"" – it is different for everyone and depends on your: gender, age, height, ""muscle mass, biological and genetic factors"", including ethnic background.","""A healthy weight is the right weight for you"" - it's different for everyone and depends on your: gender, age, height, ""muscle mass, biological and genetic factors"", including ethnicity.",0.715159353
7,"You can determine whether your weight is in the healthy range, by working out your body mass index (BMI). A healthy BMI range is 18.5 to 24.9.","You can determine whether your weight is in ""the healthy range"", by working out your body mass index (BMI)."" A healthy BMI range is 18.5 to 24.9"".","You can determine if your weight is in a ""healthy range"" by calculating your body mass index (BMI). ""A healthy BMI range is 18.5 to 24.9.""",0.666186033
7,But the BMI doesn’t take account of body shape or fitness levels.,"But the ""BMI doesn’t take account"" of body 'shape"" or fitness levels.","But ""BMI doesn't take into account"" body ""shape"" or fitness levels.",0.664073248
7,"For example, an athlete might have a BMI in the overweight range due to muscle mass.","""For example"", an athlete might have ""a BMI in the overweight"" range due to muscle mass.","""For example, an athlete may have an ""overweight BMI"" due to muscle mass.",0.488567789
7,"So, measuring waist circumference, as well as BMI, can help determine whether you could be at risk of some chronic conditions.","So, ""measuring waist circumference"", as well as BMI, can help determine whether ""you could be at risk of some chronic conditions"".","Thus, ""waist circumference measurement,"" like BMI, can help determine whether ""you may be at risk for some chronic conditions.""",0.521103363
7,"If you are worried about your weight, speak to your doctor.","If you are worried about your weight, ""speak to your doctor'.","If you're concerned about your weight, ""talk to your doctor.""",0.542902451
7,"Being a healthy weight provides better quality of life – including feeling better, having more energy, and having a higher self-esteem","Being a healthy weight provides better quality of life – ""including feeling better, having more energy, and having a higher self-esteem""","A healthy weight provides a better quality of life - ""including feeling better, more energy and more confidence""",0.611347912
7,Being a healthy weight reduces the risk of ill-health – overweight and obesity is a major risk factor for many conditions,"""Being a healthy weight reduces the risk of ill-health"" – overweight and obesity is a major risk factor for many conditions","""A healthy weight reduces the risk of ill health"" - being overweight and obese is a major risk factor for many conditions",0.727272727
7,Being a healthy weight makes it easier to manage chronic conditions,"""Being a healthy weight makes it easier"" to manage chronic conditions","A ""healthy weight makes it easier"" to manage chronic conditions",0.723869934
7,"Being a healthy weight helps improve mental health – being overweight or obese can contribute to mental ill-health, including low self-esteem, depression and anxiety","Being a ""healthy weight"" helps ""improve mental health"" – being overweight or obese can contribute to mental ill-health, including ""low self-esteem"", depression and anxiety","Being a 'healthy weight' helps 'improve mental health' - being overweight or obese can contribute to poor mental health, including 'low self-esteem', depression and anxiety",0.64
7,"Being a healthy weight helps you live longer – on average, people with BMIs of 30 to 35 die 2 to 4 years earlier than those with healthy weight, while those with BMIs of 40 to 45 die 8 to 10 years earlier.","""Being a healthy weight helps you live longer"" – on average, people with BMIs of 30 to 35 die 2 to 4 years earlier than those with healthy weight, ""while those with BMIs of 40 to 45 die 8 to 10 years earlier"".","""A healthy weight helps you live longer"" - on average, people with a BMI of 30 to 35 die 2 to 4 years earlier than those of a healthy weight, ""while those with a BMI of 40 to 45 die 8 to 10 years earlier.""",0.822222222
7,"Being overweight or obese increases the risk of heart disease, stroke, type 2 diabetes, some cancers, kidney disease, gall bladder disease, high blood pressure, high cholesterol, joint problems, such as gout, arthritis and joint pain, sleep problems, sexual health problems, having a difficult pregnancy and labour.","Being overweight or obese ""increases the risk of heart disease, stroke, type 2 diabetes, some cancers, kidney disease, gall bladder disease, high blood pressure, high cholesterol, joint problems, such as gout"", arthritis and joint pain, sleep problems, sexual health problems, having a difficult pregnancy and labour.","Being overweight or obese ""increases the risk of heart disease, stroke, type 2 diabetes, some cancers, kidney disease, gallbladder disease, high blood pressure, high cholesterol, joint problems such as gout,"" arthritis and joint pain , sleep problems, problems with sexual health, difficult pregnancy and childbirth.",0.782418298
7,"The higher the excess weight, the higher the risk of developing these conditions.","The higher the excess weight, ""the higher the risk of developing these conditions"".","The greater the excess weight, ""the greater the risk of developing these conditions"".",0.846153846
7,Being overweight or obese can also make it harder to control or manage existing chronic conditions.,"""Being overweight or obese can also make it harder"" to control or manage existing chronic conditions.","""Being overweight or obese can also make it more difficult"" to control or manage existing chronic conditions.",0.882352941
7,Overweight and obesity is a major – but largely preventable – public health issue in Australia.,"""Overweight"" and ""obesity"" is a ""major"" – but largely preventable – public health issue in Australia.","""Overweight"" and ""obesity"" are a ""major"" - but largely preventable - public health problem in Australia.",0.75
7,"In 2019, out of 22 OECD member countries, Australia had the 6th highest proportion of overweight or obese people aged 15 and over.","In 2019, ""out of 22 OECD member countries"", Australia had the ""6th highest"" proportion of overweight or obese people aged 15 and over.","In 2019, ""out of 22 OECD member countries"", Australia had ""6. the largest"" proportion of overweight or obese people over the age of 15.",0.708333333
7,"In Australia, 1 in 4 children aged 2 to 17 are overweight or obese","In Australia, ""1 in 4"" children aged ""2 to 17"" are overweight or obese","In Australia, ""1 in 4"" children aged ""2 to 17"" are overweight or obese",1
7,"In Australia, 2 in 3 adults are overweight (36%) or obese (31%)","In Australia, ""2 in 3 adults are overweight (36%)"" or obese (31%)","In Australia, ""2 in 3 adults are overweight (36%)"" or obese (31%)",1
7,"In Australia, about 2 in 3 adults have a waist circumference that puts them at high risk of chronic disease","In Australia, about ""2 in 3 adults have a waist circumference"" that puts them at high risk of chronic disease","In Australia, about ""2 in 3 adults have a waist circumference"" that puts them at high risk of chronic disease",1
7,"In Australia, overweight and obesity increases with age – in 2017–18, 46% of those aged 18 to 24 years were overweight or obese, compared with 75% of those aged 55 to 64 years","""In Australia, overweight and obesity increases with age"" – in 2017–18, 46% of those aged 18 to 24 years were overweight or ""obese, compared with 75%"" of those aged 55 to 64 years","""Overweight and obesity increase with age in Australia"" - In 2017-18, 46% of 18-24 year olds were overweight or ""obese, compared with 75%"" of 55-64 year olds",0.415197172
7,"In Australia, those aged 65 to 74 years are the most likely of all age groups to be overweight or obese (78%)","In Australia, those aged ""65 to 74 years are the most likely"" of all"" age groups"" to be overweight or obese (78%)","In Australia, those aged ""65 to 74 are the most likely"" of all ""age groups"" to be overweight or obese (78%)",0.862687721
7,"In Australia, 8.4% of the total burden of disease was due to overweight and obesity in 2015.","In Australia, 8.4% of the ""total burden of disease was due to overweight and obesity in 2015"".","In Australia, 8.4% of the ""total burden of disease was due to overweight and obesity in 2015"".",1
7,Excess weight generally results from an energy imbalance.,"""Excess weight generally results from an energy imbalance.""","""Excess weight is generally the result of an energy imbalance.""",0.6
