MR,Source,Followup,Result,BLEU_Score,,,
6,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing guidance about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing guidance on whether a mass meeting can proceed can contact the DHHS advice line on 1800 675 398.,0.9,,,
6,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps, after consensus from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these measures, following the consensus of the National Cabinet which includes the prime minister and all prime ministers and chief ministers, to contain the spread of the coronavirus as much as possible.”",0.628571429,,,
6,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A State of Emergency has been asserted in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as negotiated by National Cabinet yesterday.",Victoria has declared a state of emergency to combat COVID-19 and gives the Chief Health Officer the necessary powers to enforce the 14-day isolation requirement for all travelers entering Australia and cancel the gathering of more than 500 people negotiated. by the Cabinet yesterday,0.575073488,,,
6,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Minister for Health Jenny Mikakos declared that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Prime Minister Daniel Andrews and Health Minister Jenny Micakos announced that the state of emergency would begin on Monday, March 16 at noon. and will be effective for the next four weeks. to assist measures designed to 'Smooth the curve' of COVID-19 and give our health systems the best opportunity to manage the virus.",0.690792075,,,
6,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can move to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.",under emergency Authorized officers under the order of the Chief Health Officer. They can be moved to eliminate or reduce serious risks to public health by detaining individuals. movement restriction Preventing entry into the premises or give any other direction the AO considers reasonable to protect public health.,0.571306272,,,
6,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first rule from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first rule from the chief health officer under these new powers would include a ban on non-essential gatherings of more than 500 people, such as cultural events, sports events or conferences.",0.65625,,,
6,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","A number of our state’s biggest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",Some of the largest cultural institutions of our state This includes the National Gallery of Victoria. state library and the Victoria Museum has announced that it will be temporarily closed as well And events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have been postponed.,0.571428571,,,
6,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are deemed crucial and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are considered important and may continue include public transport, food markets and workplaces, schools, TAFEs and universities. will remain open for now But they were asked to limit large gatherings, such as gatherings and lectures with more than 500 participants.",0.642857143,,,
6,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this period spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","during this time Areas or places where there may be 500 or more people along the way, such as Federation Square or the Bourke Street Mall, are not prohibited from gathering.",0.64516129,,,
6,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed crucial to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is important to protect public health Such powers could then be used in the future to quarantine all suburban areas, businesses or professions. instead of using individual",0.566666667,,,
6,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The capacity also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,This capability will also enable the Chief Health Officer to do whatever is necessary to stop the spread of the virus and reduce the risks to the health of Victorians.,0.8,,,
6,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians are voluntarily obey with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While the majority of Victorians voluntarily fulfilled their request to separate. Increased power means that those who fail to comply with orders may be fined up to $20,000.",0.432279148,,,
6,"Fines for body corporates that don’t comply could be up to $100,000.","Fines for body corporates that don’t obey could be up to $100,000.","Fines for disobedient organizations can be up to $100,000.",0.47768754,,,
6,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian Government’s plan to fight the virus and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian government's plan to fight the virus and do what we must do to slow the spread of COVID-19.,0.883926284,,,
6,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing guidance about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone who needs advice on whether or not a mass rally can be carried out. Please contact the DHHS advice line on 1800 675 398.,0.56,,,
6,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps, after consensus from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps. After receiving a consensus from the National Council of Ministers This includes the Prime Minister, the Prime Minister and all the Chief Ministers. to control the spread of the coronavirus as much as possible.”",0.58974359,,,
6,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A State of Emergency has been asserted in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as negotiated by National Cabinet yesterday.",Victoria has declared a state of emergency to combat COVID-19 and help give the health chief the powers she needs to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people. negotiations with the state cabinet yesterday.,0.616444863,,,
6,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Minister for Health Jenny Mikakos declared that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Health Minister Jenny Mikakos announced that the state of emergency will begin at noon on Monday, March 16 and will remain in place for the next four weeks to help with measures designed to flatten the curve of COVID-19 and give our health system the best chance of dealing with the virus.",0.767857143,,,
6,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can move to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","During a state of emergency, authorized officers may, by order of the Director General of Health, move to eliminate or reduce a serious threat to public health by detaining people, restricting movement, preventing entry to premises or by giving any other direction the AO considers. reasonable for the protection of public health.",0.596153846,,,
6,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first rule from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The health director's first rule under these new powers includes banning nonessential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.662843938,,,
6,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","A number of our state’s biggest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Several of our state's biggest cultural institutions, including the National Gallery of Victoria, State Library and Museums Victoria, have also announced temporary closures, and events such as the Melbourne Comedy Festival and the Melbourne Food and Wine Festival have already been postponed.",0.883474383,,,
6,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are deemed crucial and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings considered essential and likely to continue include public transport, food markets and workplaces. Schools, TAFEs and universities remain open for now but have been asked to limit mass gatherings such as gatherings of more than 500 people and lectures.",0.731482434,,,
6,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this period spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","During this period, the ban on mass gatherings does not apply to premises or places where 500 or more people may be present, such as Federation Square or Bourke Street Mall.",0.64516129,,,
6,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed crucial to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if the protection of public health is deemed vital, these powers could in future be used to quarantine entire suburbs, businesses or professions – not just individuals.",0.698297085,,,
6,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The capacity also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,The capacity will also enable the health chief to do what is necessary to stop the spread of the virus and reduce the health risks to Victorians.,0.687854004,,,
6,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians are voluntarily obey with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians voluntarily comply with isolation requests, the expanded powers mean people who don't follow the directive can face fines of up to $20,000.",0.556736912,,,
6,"Fines for body corporates that don’t comply could be up to $100,000.","Fines for body corporates that don’t obey could be up to $100,000.","Fines for agencies that do not comply can be as high as $100,000.",0.384615385,,,
6,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian Government’s plan to fight the virus and do what we need to do to slow the spread of COVID-19.,This is another step in the Victorian Government's plan to fight the virus and do what we need to do to slow the spread of COVID-19.,0.961538462,,,
6,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone needing guidance about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,Anyone requiring guidance on how to proceed with mass gatherings can contact the DHHS Helpline on 1800 675 398.,0.599197566,,,
6,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","“We are taking these steps, after consensus from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”","""We are taking these steps following the consensus of the Cabinet of Ministers, which includes the Prime Minister and all the Prime Ministers and Chief Ministers, to limit the spread of the coronavirus as much as possible.""",0.621621622,,,
7,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A ""State of Emergency"" has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A ""State of Emergency"" has been declared in Victoria to combat COVID-19 and help provide the Director of Health with the necessary powers to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people, as agreed by the National Cabinet yesterday.",0.879819217,,,
7,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","""Premier"" Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Health Minister Jenny Mikakos announced that the State of Emergency would begin on Monday, March 16 at noon and run for the next four weeks to assist with measures aimed at 'flattening the curve'. ' of COVID-19 and give our healthcare system the best chance of managing the virus.",0.799444531,,,
7,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under a ""State of Emergency"", Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under a ""State of Emergency"", Authorized Officers, under the direction of the Director of Health, may act to eliminate or reduce a serious risk to public health by detaining persons, restricting movement, preventing entry to facilities or providing to any other direction an AO deems reasonable to protect public health.",0.8,,,
7,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first ""direction"" from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The Director of Health's first ""direction"" under these new powers will include a ban on non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.709677419,,,
7,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","A number of our state’s ""largest"" cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Several of our state's ""biggest"" cultural institutions, including the National Gallery of Victoria, the State Library and the Victoria Museums, have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",0.860465116,,,
7,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are ""deemed"" essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are ""considered"" essential and can continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now, but have been asked to restrict mass gatherings such as assemblies and lectures of more than 500 people.",0.880952381,,,
7,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this stage spaces or ""locations"" where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this stage, spaces or ""places"" where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.",0.935483871,,,
7,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessary to ""protect"" public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessary to ""protect"" public health, the powers could also be used in the future to quarantine entire suburbs, businesses or professions - rather than just individuals.",0.903225806,,,
7,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,"The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and ""reduce"" the risk to the health of Victorians.","The powers also allow the Director of Health to do whatever is necessary to contain the spread of the virus and ""reduce"" the risk to Victorians' health.",0.825424805,,,
7,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians are ""voluntarily"" complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians are ""voluntarily"" complying with isolation orders, the expanded powers mean that people who fail to comply with a directive can face a fine of up to $20,000.",0.833333333,,,
7,"Fines for body corporates that don’t comply could be up to $100,000.","Fines for body ""corporates"" that don’t comply could be up to $100,000.","Fines for ""corporations"" that fail to comply can be as high as $100,000.",0.538461538,,,
7,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"This is another step in the Victorian Government’s ""plan"" to combat this virus and do what we need to do to slow the spread of COVID-19.","This is another step in the Victorian government's ""plan"" to fight this virus and do what we need to do to slow the spread of COVID-19.",0.923076923,,,
7,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,"Anyone needing advice about ""whether"" a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.","Anyone needing advice on ""whether"" a mass meeting can proceed can contact the DHHS advice line on 1800 675 398.",0.9,,,
7,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”",-,-,,,,
7,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A ""State of Emergency"" has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A ""state of emergency"" has been declared in Victoria to combat COVID-19 and gives the Chief Health Officer the necessary powers to enforce the 14-day isolation requirement for all travelers entering Australia and abolish incorporation. More than 500 people, as the Cabinet approved yesterday.",0.634563849,,,
7,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","""Premier"" Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","Premier Daniel Andrews and Health Minister Jenny Micakos announced the state of emergency would begin on Monday, March 16 at noon. and will be effective for the next four weeks. to assist measures designed to 'Smooth the curve' of COVID-19 and give our health systems the best chance of managing the virus.",0.744260657,,,
7,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under a ""State of Emergency"", Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under an ""emergency situation,"" the competent authority on the orders of the Chief Health Officer can take action to eliminate or mitigate serious risks to public health by detaining individuals. limited movement Prevent entry of the premises or give any other direction. The AO considers it reasonable to protect public health.",0.568627451,,,
7,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first ""direction"" from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first ""directions"" from the chief health officer under these new powers will include banning non-essential gatherings of more than 500 people, such as cultural events, sports events or conferences.",0.733333333,,,
7,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","A number of our state’s ""largest"" cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Some of the ""largest"" cultural institutions of our state. This includes the National Gallery of Victoria. state library and the Victoria Museum has announced that it will be temporarily closed as well And events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have been postponed.",0.591836735,,,
7,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are ""deemed"" essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are ""deemed"" necessary and may continue to include public transport, food markets and workplaces, schools, TAFEs and universities. will remain open for now But they were asked to limit large gatherings, such as rallies and lectures with more than 500 participants.",0.627906977,,,
7,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this stage spaces or ""locations"" where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this stage, areas or ""places"" where 500 or more people may pass, such as Federation Square or the Bourke Street Mall, are not prohibited from gathering.",0.638743227,,,
7,"However, if it is deemed necessary to protect public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is deemed necessary to ""protect"" public health, the powers can also be used in future to quarantine entire suburbs, businesses or professions – rather than just individuals.","However, if it is necessary to ""protect"" the public health Such powers could then be used in the future to quarantine all suburbs, businesses or professions. instead of using individual",0.633333333,,,
7,The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and reduce the risk to the health of Victorians.,"The powers also allow the Chief Health Officer to do whatever is necessary to contain the spread of the virus and ""reduce"" the risk to the health of Victorians.","The power also allows the Chief Health Officer to do whatever is necessary to stop the spread of the virus and ""reduce"" the health risks of Victorians.",0.791032105,,,
7,"While most Victorians are voluntarily complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","While most Victorians are ""voluntarily"" complying with requests to isolate, the expanded powers mean that people who don’t comply with a directive could receive a fine of up to $20,000.","Although most Victorians ""voluntarily"" comply with their request for secession. But the increased power means that those who fail to comply with the order could face fines of up to $20,000.",0.483870968,,,
7,"Fines for body corporates that don’t comply could be up to $100,000.","Fines for body ""corporates"" that don’t comply could be up to $100,000.","Fines for non-compliance ""companies"" can be up to $100,000.",0.47768754,,,
7,This is another step in the Victorian Government’s plan to combat this virus and do what we need to do to slow the spread of COVID-19.,"This is another step in the Victorian Government’s ""plan"" to combat this virus and do what we need to do to slow the spread of COVID-19.","This is another step in the Victorian government's ""plan"" to fight this virus and do what we must do to slow the spread of COVID-19.",0.845494706,,,
7,Anyone needing advice about whether a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.,"Anyone needing advice about ""whether"" a mass gathering can proceed can contact the DHHS advice line on 1800 675 398.","Anyone wanting advice on ""whether"" there's going to be a mass gathering? Please contact the DHHS advice line on 1800 675 398.",0.636363636,,,
7,"“We are taking these steps, after agreement from the National Cabinet that includes the Prime Minister and all Premiers and Chief Ministers, to contain the spread of coronavirus as much as we can.”",-,-,,,,
7,"A State of Emergency has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","A ""State of Emergency"" has been declared in Victoria to combat COVID-19 and help to provide the Chief Health Officer with the powers he needs to enforce 14-day isolation requirements for all travellers entering Australia and cancel mass gatherings of more than 500 people, as agreed by National Cabinet yesterday.","The state of Victoria has declared a ""state of emergency"" to combat COVID-19 and help give health officials the powers they need to enforce 14-day isolation requirements for all travelers entering Australia and cancel mass gatherings of more than 500 people. , as the state cabinet agreed yesterday.",0.639459638,,,
7,"Premier Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","""Premier"" Daniel Andrews and Minister for Health Jenny Mikakos announced that the State of Emergency would begin on Monday, 16 March at midday and be in force for the next four weeks to assist with measures designed to ‘flatten the curve’ of COVID-19 and give our health system the best chance of managing the virus.","""Prime Minister"" Daniel Andrews and Health Minister Jenny Mikakos announced that the state of emergency would begin at noon on Monday, March 16 and remain in place for the next four weeks to help implement measures designed to flatten the curve of COVID-19. and to give our health care system the best chance of dealing with the virus.",0.74137931,,,
7,"Under a State of Emergency, Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","Under a ""State of Emergency"", Authorised Officers, at the direction of the Chief Health Officer, can act to eliminate or reduce a serious risk to public health by detaining people, restricting movement, preventing entry to premises, or providing any other direction an AO considers reasonable to protect public health.","In a state of emergency, authorized officers, under the direction of the Director General of Health, may act to eliminate or reduce a serious threat to public health by detaining people, restricting movement, preventing entry to premises or giving any other direction. AO considers it reasonable to protect public health.",0.68,,,
7,"The first direction from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The first ""direction"" from the Chief Health Officer under these new powers will include banning non-essential mass gatherings of over 500 people such as cultural events, sporting events or conferences.","The health director's first ""instruction"" under these new powers includes a ban on non-essential mass gatherings of more than 500 people, such as cultural events, sporting events or conferences.",0.632965343,,,
7,"A number of our state’s largest cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","A number of our state’s ""largest"" cultural institutions including the National Gallery of Victoria, the State Library and Museums Victoria have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.","Several of our state's ""biggest"" cultural institutions, including the National Gallery of Victoria, State Library and Museums Victoria, have also announced temporary closures, and events such as the Melbourne Comedy Festival and Melbourne Food and Wine Festival have already been postponed.",0.836245026,,,
7,"Gatherings that are deemed essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are ""deemed"" essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities will remain open for now but have been asked to restrict mass gatherings such as assemblies and lectures of over 500 people.","Gatherings that are ""deemed"" essential and may continue include public transport, food markets and workplaces. Schools, TAFEs and universities remain open for now but have been asked to limit mass gatherings such as gatherings of more than 500 people and lectures.",0.853658537,,,
7,"At this stage spaces or locations where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this stage spaces or ""locations"" where 500 or more people may be in transit, such as Federation Square or Bourke Street Mall, are excluded from the ban on mass gatherings.","At this stage, the ban on mass gatherings excludes spaces or ""venues"" where 500 or more people may be present, such as Federation Square or Bourke Street Mall.",0.70588361,,,
